feature,importance
rainfall_mm,0.5392881601341528
rain_roll7,0.06520694075722461
rain_lag7,0.04568460764702576
rain_lag3,0.04055381226666026
temp_lag3,0.039893986090451326
temp_lag7,0.038751994921900554
rain_lag1,0.03823896814966148
temperature_c,0.03684495245063844
cos_doy,0.03398218174435206
latitude,0.029308108462751527
sin_doy,0.02849981942280203
temp_lag1,0.02618966791107715
temp_roll7,0.023975260673406447
longitude,0.01358153936789549
