feature,importance
temperature_c,0.9675023417043763
temp_lag1,0.005620656757146242
temp_lag7,0.003693771838664483
sin_doy,0.0034792072409272506
cos_doy,0.003167900872727644
temp_roll7,0.002847927697939265
temp_lag3,0.002761823411476394
rainfall_mm,0.0025751786097671973
rain_lag1,0.001949887453715573
rain_roll7,0.0017083973146607891
rain_lag7,0.0014281586645674053
rain_lag3,0.0013256776381430763
longitude,0.0012042416676548804
latitude,0.0007348291282334677
